customer_id,category,price,discount,quantity,payment_method,order_date,delivery_time,region,returned,total_amount,shipping_cost,profit_margin,age,gender,Month,age_group
C16524,Sports,352.12,0.0,3,COD,2024-02-17,5,West,No,1056.36,11.1,305.81,48,Female,2024-02,46-55
C13144,Grocery,9.43,0.15,1,Debit Card,2024-03-13,4,Central,No,8.02,2.42,-1.78,19,Male,2024-03,18-25
C13587,Home,13.96,0.0,1,COD,2023-10-16,6,South,No,13.96,4.96,-1.05,62,Male,2023-10,56-65
C15195,Grocery,13.03,0.0,1,UPI,2025-05-08,3,Central,No,13.03,4.32,-3.28,45,Male,2025-05,36-45
C10076,Electronics,84.28,0.05,1,COD,2025-06-06,6,West,No,80.07,6.97,2.64,27,Male,2025-06,26-35
C10815,Electronics,557.18,0.2,1,COD,2024-08-07,5,East,No,445.74,8.86,44.63,34,Male,2024-08,26-35
C10767,Grocery,41.36,0.0,1,PayPal,2025-07-18,5,South,No,41.36,6.19,-2.88,53,Female,2025-07,46-55
C16553,Sports,254.22,0.0,2,COD,2025-05-10,5,West,No,508.44,8.77,143.76,45,Female,2025-05,36-45
C13685,Fashion,32.45,0.0,1,Debit Card,2024-02-16,4,North,No,32.45,5.03,6.33,52,Female,2024-02,46-55
C10105,Home,174.17,0.0,1,Debit Card,2024-03-06,3,Central,No,174.17,7.49,41.28,21,Male,2024-03,18-25
C13916,Home,32.3,0.1,1,Credit Card,2024-06-28,4,West,No,29.07,6.11,2.03,62,Male,2024-06,56-65
C16694,Sports,17.74,0.0,1,Credit Card,2025-03-19,5,East,No,17.74,3.05,2.27,23,Female,2025-03,18-25
C17643,Toys,35.84,0.1,1,Credit Card,2024-06-30,3,Central,No,32.26,6.07,6.83,58,Male,2024-06,56-65
C12873,Electronics,436.1,0.05,1,Debit Card,2024-04-08,4,North,No,414.3,8.51,41.21,23,Female,2024-04,18-25
C13346,Sports,243.62,0.0,1,Credit Card,2025-05-29,7,East,No,243.62,7.48,65.61,48,Female,2025-05,46-55
C16231,Home,333.94,0.0,2,COD,2024-01-04,3,North,No,667.88,9.8,177.21,60,Male,2024-01,56-65
C15842,Beauty,13.45,0.05,5,Credit Card,2025-04-21,3,Central,No,63.89,7.05,21.7,19,Male,2025-04,18-25
C17024,Home,60.52,0.0,5,PayPal,2024-10-24,5,North,No,302.6,8.45,76.28,22,Female,2024-10,18-25
C13148,Home,86.79,0.0,1,Credit Card,2024-07-18,6,East,No,86.79,4.61,19.69,58,Male,2024-07,56-65
C13148,Fashion,58.87,0.1,1,COD,2024-10-04,3,North,No,52.98,6.02,12.52,30,Female,2024-10,26-35
C11465,Home,10.66,0.3,1,Credit Card,2024-09-20,5,South,No,7.46,2.22,-0.13,58,Male,2024-09,56-65
C12587,Fashion,42.61,0.05,1,Wallet,2023-12-23,6,South,No,40.48,5.13,9.04,25,Male,2023-12,18-25
C10244,Electronics,56.48,0.0,1,Debit Card,2024-10-09,4,North,No,56.48,4.38,2.4,35,Male,2024-10,26-35
C12625,Home,88.88,0.0,1,COD,2024-01-27,6,West,No,88.88,6.65,18.24,58,Male,2024-01,56-65
C13849,Electronics,77.9,0.05,1,Credit Card,2024-03-03,4,West,No,74.0,6.93,1.95,66,Female,2024-03,
C11405,Beauty,23.24,0.2,2,UPI,2025-05-09,4,South,No,37.18,6.3,10.43,58,Female,2025-05,56-65
C10981,Electronics,172.62,0.0,1,UPI,2024-07-13,4,North,No,172.62,6.53,14.18,57,Female,2024-07,56-65
C16860,Home,95.83,0.0,1,UPI,2024-07-14,5,North,No,95.83,7.59,19.24,38,Female,2024-07,36-45
C17737,Grocery,42.64,0.0,2,Debit Card,2024-04-13,5,North,No,85.28,7.29,-0.47,61,Female,2024-04,56-65
C15832,Electronics,185.52,0.05,5,COD,2024-07-29,3,Central,No,881.22,10.64,95.11,66,Male,2024-07,
C13808,Home,177.27,0.2,1,Debit Card,2023-12-30,4,West,No,141.82,8.33,31.38,31,Female,2023-12,26-35
C10141,Sports,123.06,0.0,2,UPI,2024-08-17,6,East,No,246.12,7.85,65.99,18,Male,2024-08,18-25
C10892,Electronics,710.4,0.0,1,UPI,2025-09-09,3,North,No,710.4,9.1,76.15,27,Female,2025-09,26-35
C15487,Beauty,12.97,0.0,5,UPI,2025-01-30,7,South,No,64.85,7.84,21.34,46,Female,2025-01,46-55
C17251,Fashion,7.84,0.1,3,UPI,2025-06-01,5,Central,No,21.17,5.54,1.87,41,Male,2025-06,36-45
C17310,Fashion,178.45,0.0,1,Credit Card,2023-09-23,5,East,No,178.45,9.47,52.99,56,Male,2023-09,56-65
C12399,Grocery,6.92,0.0,1,Credit Card,2024-07-06,4,South,No,6.92,5.01,-4.46,18,Female,2024-07,18-25
C14640,Fashion,15.59,0.0,3,Wallet,2024-04-22,5,West,No,46.77,4.43,11.94,29,Male,2024-04,26-35
C12960,Home,333.19,0.0,1,Debit Card,2024-03-16,3,Central,No,333.19,7.75,85.54,64,Female,2024-03,56-65
C12199,Electronics,118.73,0.0,3,Debit Card,2025-08-20,7,East,No,356.19,8.12,34.62,25,Female,2025-08,18-25
C17325,Fashion,41.99,0.0,1,Debit Card,2025-05-03,3,Central,No,41.99,6.78,7.92,65,Male,2025-05,56-65
C11469,Fashion,74.25,0.0,1,Debit Card,2024-03-18,6,South,No,74.25,7.44,18.55,65,Male,2024-03,56-65
C12700,Fashion,69.56,0.05,4,COD,2023-10-04,5,North,No,264.33,6.93,85.59,55,Female,2023-10,46-55
C13005,Sports,12.94,0.05,2,Credit Card,2024-04-12,5,East,No,24.59,6.37,1.01,59,Female,2024-04,56-65
C14858,Sports,32.24,0.0,1,Credit Card,2025-03-03,7,East,No,32.24,4.81,4.86,52,Male,2025-03,46-55
C13374,Home,298.83,0.0,3,Credit Card,2024-06-12,5,West,No,896.49,10.42,240.6,58,Male,2024-06,56-65
C14719,Beauty,22.74,0.0,1,COD,2024-12-20,5,South,No,22.74,4.19,6.04,54,Male,2024-12,46-55
C10655,Toys,24.86,0.0,1,UPI,2025-01-16,5,East,No,24.86,4.15,5.79,59,Female,2025-01,56-65
C16593,Grocery,7.78,0.0,1,Credit Card,2025-02-11,5,West,No,7.78,3.55,-2.93,53,Male,2025-02,46-55
C12768,Home,190.03,0.0,3,Debit Card,2023-12-30,4,South,No,570.09,9.21,150.42,45,Female,2023-12,36-45
C15343,Grocery,5.49,0.0,1,Debit Card,2024-10-15,4,North,No,5.49,1.8,-1.36,59,Female,2024-10,56-65
C10042,Home,44.76,0.2,1,Wallet,2025-03-09,5,West,No,35.81,5.31,4.72,64,Female,2025-03,56-65
C12311,Toys,117.0,0.0,1,Debit Card,2024-09-02,5,South,No,117.0,5.75,41.05,19,Male,2024-09,18-25
C17923,Beauty,7.2,0.05,1,Wallet,2024-06-30,4,North,No,6.84,2.8,0.28,56,Female,2024-06,56-65
C15122,Grocery,53.44,0.1,1,UPI,2024-02-09,4,North,No,48.1,4.3,-0.45,59,Other,2024-02,56-65
C11660,Home,353.73,0.05,1,UPI,2024-10-09,5,West,No,336.04,8.94,85.15,34,Male,2024-10,26-35
C15387,Sports,133.32,0.0,2,Credit Card,2024-10-19,5,North,No,266.64,7.71,72.28,20,Male,2024-10,18-25
C14691,Home,124.84,0.0,1,Credit Card,2025-08-02,4,Central,No,124.84,6.24,28.72,35,Female,2025-08,26-35
C17183,Toys,2.09,0.0,3,Debit Card,2024-04-28,6,Central,No,6.27,2.12,0.39,67,Male,2024-04,
C17501,Grocery,14.28,0.15,1,Debit Card,2024-04-07,3,North,No,12.14,2.8,-1.83,37,Male,2024-04,36-45
C17631,Fashion,77.78,0.05,1,Wallet,2025-09-03,6,East,No,73.89,6.63,19.23,64,Female,2025-09,56-65
C17226,Home,183.81,0.0,1,Credit Card,2023-10-13,5,South,No,183.81,9.36,42.11,28,Female,2023-10,26-35
C15108,Electronics,111.37,0.1,1,Credit Card,2025-05-25,5,Central,No,100.23,8.48,3.55,37,Male,2025-05,36-45
C12224,Electronics,305.59,0.0,1,Credit Card,2025-02-19,6,West,No,305.59,9.08,27.59,24,Male,2025-02,18-25
C12110,Grocery,11.52,0.0,1,Credit Card,2025-08-06,5,East,No,11.52,4.99,-4.07,44,Male,2025-08,36-45
C10957,Beauty,28.92,0.0,1,Credit Card,2024-02-20,5,South,No,28.92,3.64,9.37,60,Male,2024-02,56-65
C17146,Home,244.04,0.0,1,Debit Card,2025-08-09,5,South,No,244.04,7.46,60.87,24,Male,2025-08,18-25
C10560,Sports,127.81,0.0,1,COD,2024-07-05,4,West,No,127.81,6.34,32.0,31,Female,2024-07,26-35
C11330,Beauty,6.73,0.0,1,Wallet,2024-05-10,7,East,No,6.73,1.1,1.93,58,Female,2024-05,56-65
C17413,Fashion,5.94,0.0,1,COD,2024-08-12,4,South,No,5.94,3.59,-1.51,25,Male,2024-08,18-25
C11312,Fashion,12.22,0.0,2,Credit Card,2023-09-15,4,West,No,24.44,7.72,0.83,30,Male,2023-09,26-35
C11821,Beauty,4.01,0.0,1,Debit Card,2025-07-04,4,North,Yes,4.01,1.98,-0.18,31,Female,2025-07,26-35
C13002,Fashion,33.23,0.05,1,Credit Card,2025-03-28,7,East,No,31.57,5.41,5.64,36,Female,2025-03,36-45
C13403,Electronics,158.46,0.0,1,UPI,2024-06-14,4,South,No,158.46,7.96,11.06,60,Female,2024-06,56-65
C15646,Fashion,5.36,0.0,1,Credit Card,2024-12-09,4,Central,No,5.36,2.38,-0.5,32,Female,2024-12,26-35
C14945,Toys,3.65,0.1,1,Debit Card,2024-09-22,5,West,No,3.28,2.71,-1.4,57,Male,2024-09,56-65
C15374,Electronics,214.69,0.05,1,UPI,2024-04-08,5,North,No,203.96,9.29,15.19,38,Male,2024-04,36-45
C12651,Toys,57.25,0.15,2,PayPal,2024-10-08,5,West,No,97.32,6.18,32.75,64,Male,2024-10,56-65
C15629,Beauty,131.84,0.05,2,Wallet,2024-09-08,5,Central,No,250.5,8.44,104.29,28,Female,2024-09,26-35
C11814,Electronics,66.71,0.2,1,PayPal,2023-12-30,3,Central,No,53.37,4.38,2.02,62,Female,2023-12,56-65
C11741,Beauty,46.5,0.0,1,Credit Card,2024-07-14,5,West,No,46.5,5.34,15.58,56,Male,2024-07,56-65
C14701,Home,96.17,0.0,1,UPI,2024-10-13,6,South,No,96.17,8.13,18.8,35,Female,2024-10,26-35
C13808,Toys,21.08,0.0,4,PayPal,2025-07-01,3,North,No,84.32,6.98,26.75,51,Female,2025-07,46-55
C17980,Grocery,10.28,0.0,1,PayPal,2023-10-18,3,North,No,10.28,4.12,-3.3,41,Male,2023-10,36-45
C12877,Fashion,132.03,0.0,1,Credit Card,2023-12-23,6,South,No,132.03,8.07,38.14,48,Male,2023-12,46-55
C15582,Toys,14.8,0.0,1,PayPal,2025-04-27,4,Central,No,14.8,4.32,1.6,48,Male,2025-04,46-55
C13270,Fashion,14.04,0.15,2,Credit Card,2023-12-24,4,Central,No,23.87,4.51,3.84,45,Male,2023-12,36-45
C15390,Fashion,79.41,0.0,1,UPI,2023-11-26,5,East,No,79.41,4.91,22.88,18,Male,2023-11,18-25
C14083,Fashion,40.45,0.1,1,PayPal,2025-03-05,7,South,No,36.4,4.94,7.8,49,Male,2025-03,46-55
C10745,Sports,22.24,0.0,1,COD,2025-04-21,4,North,No,22.24,4.85,1.82,38,Male,2025-04,36-45
C10557,Fashion,35.44,0.0,4,Credit Card,2024-11-21,5,West,No,141.76,7.25,42.37,50,Female,2024-11,46-55
C16207,Home,163.1,0.15,1,COD,2024-01-03,4,West,No,138.64,6.59,32.23,55,Female,2024-01,46-55
C13301,Toys,8.9,0.0,1,Debit Card,2023-09-14,6,South,No,8.9,3.11,0.45,68,Female,2023-09,
C10941,Toys,49.79,0.0,1,COD,2025-06-10,5,South,No,49.79,6.25,13.67,57,Male,2025-06,56-65
C14023,Toys,39.3,0.0,1,Debit Card,2024-06-08,5,West,No,39.3,4.61,11.11,60,Female,2024-06,56-65
C12296,Electronics,322.7,0.1,1,Credit Card,2025-03-25,5,East,No,290.43,9.16,25.69,51,Female,2025-03,46-55
C15365,Beauty,4.37,0.0,1,Debit Card,2025-07-25,5,Central,No,4.37,3.63,-1.66,24,Female,2025-07,18-25
C10939,Grocery,12.52,0.1,2,UPI,2024-11-08,5,West,No,22.54,4.25,-2.45,42,Female,2024-11,36-45
C11610,Electronics,224.58,0.1,1,COD,2024-11-28,6,South,No,202.12,9.5,14.75,62,Female,2024-11,56-65
C16300,Toys,27.32,0.0,1,Debit Card,2024-11-28,6,South,No,27.32,6.41,4.52,54,Female,2024-11,46-55
C16878,Fashion,20.27,0.0,1,Debit Card,2024-10-01,6,East,No,20.27,2.53,4.56,31,Female,2024-10,26-35
C11725,Sports,101.53,0.0,2,Credit Card,2024-07-03,5,North,No,203.06,7.81,53.11,25,Male,2024-07,18-25
C10984,Sports,89.49,0.0,1,PayPal,2025-03-23,4,Central,No,89.49,7.84,19.01,39,Male,2025-03,36-45
C11587,Grocery,10.85,0.1,1,Credit Card,2023-12-24,4,South,No,9.76,5.65,-4.87,61,Other,2023-12,56-65
C14021,Home,26.22,0.0,1,Debit Card,2025-04-16,4,Central,No,26.22,5.85,1.49,48,Male,2025-04,46-55
C17255,Toys,15.24,0.0,1,Credit Card,2024-07-19,5,North,No,15.24,4.36,1.74,19,Female,2024-07,18-25
C11336,Electronics,309.96,0.05,1,Debit Card,2024-05-15,6,Central,No,294.46,7.52,27.82,49,Male,2024-05,46-55
C15970,Home,355.8,0.0,4,UPI,2025-03-23,5,West,No,1423.2,11.7,386.8,24,Female,2025-03,18-25
C13137,Home,91.34,0.3,1,PayPal,2024-03-30,4,West,No,63.94,5.27,12.63,28,Male,2024-03,26-35
C10661,Beauty,28.02,0.0,1,PayPal,2024-06-16,6,East,No,28.02,4.49,8.12,44,Female,2024-06,36-45
C17187,Home,120.89,0.1,1,Debit Card,2024-10-11,3,North,No,108.8,5.38,25.08,33,Female,2024-10,26-35
C10032,Grocery,3.86,0.0,4,UPI,2025-01-29,3,Central,No,15.44,3.89,-2.65,32,Male,2025-01,26-35
C15912,Electronics,116.25,0.15,2,COD,2025-05-13,5,East,No,197.62,10.42,13.29,61,Male,2025-05,56-65
C16701,Fashion,71.12,0.0,1,UPI,2024-05-31,5,South,No,71.12,6.78,18.11,52,Male,2024-05,46-55
C16216,Grocery,10.75,0.05,1,Credit Card,2023-09-27,3,Central,No,10.21,4.42,-3.6,67,Male,2023-09,
C15985,Home,308.05,0.05,1,COD,2025-03-27,5,East,Yes,292.65,6.9,75.04,29,Male,2025-03,26-35
C16968,Beauty,61.5,0.0,1,UPI,2024-03-02,6,North,No,61.5,7.6,20.08,18,Male,2024-03,18-25
C13414,Electronics,164.56,0.0,1,Credit Card,2024-02-25,7,East,No,164.56,6.9,12.85,42,Male,2024-02,36-45
C11156,Fashion,10.26,0.1,1,Wallet,2024-06-19,5,South,No,9.23,4.93,-1.7,26,Female,2024-06,26-35
C13126,Electronics,187.06,0.0,1,Credit Card,2024-02-23,6,West,No,187.06,7.44,15.01,61,Female,2024-02,56-65
C10060,Electronics,72.55,0.0,5,Credit Card,2024-12-24,6,East,No,362.75,7.39,36.14,47,Female,2024-12,46-55
C13928,Beauty,40.24,0.0,1,PayPal,2024-12-09,3,North,No,40.24,7.78,10.33,58,Male,2024-12,56-65
C11543,Toys,5.11,0.1,1,PayPal,2025-05-11,4,North,No,4.6,3.69,-1.85,49,Female,2025-05,46-55
C10271,Toys,41.58,0.0,5,Debit Card,2025-08-10,6,West,No,207.9,6.32,76.84,29,Male,2025-08,26-35
C16389,Fashion,31.39,0.15,1,UPI,2024-04-21,4,Central,No,26.68,5.7,3.64,67,Male,2024-04,
C15295,Fashion,21.06,0.0,1,UPI,2025-03-25,4,North,No,21.06,3.35,4.02,36,Male,2025-03,36-45
C14076,Beauty,20.06,0.0,2,COD,2025-04-13,6,East,No,40.12,4.65,13.4,29,Male,2025-04,26-35
C16771,Electronics,352.27,0.0,1,Wallet,2023-09-19,5,East,No,352.27,7.81,34.46,68,Female,2023-09,
C13388,Toys,25.78,0.0,1,Credit Card,2024-10-02,3,Central,No,25.78,3.74,6.57,20,Male,2024-10,18-25
C15902,Home,64.35,0.0,1,Credit Card,2024-09-26,5,South,No,64.35,7.1,10.92,43,Female,2024-09,36-45
C12752,Grocery,54.63,0.0,1,Credit Card,2024-11-24,4,North,No,54.63,6.21,-1.84,55,Female,2024-11,46-55
C12709,Electronics,228.32,0.05,2,PayPal,2025-09-07,5,West,No,433.81,7.9,44.16,21,Male,2025-09,18-25
C11154,Electronics,634.54,0.0,2,PayPal,2024-12-23,5,West,No,1269.08,10.84,141.45,58,Male,2024-12,56-65
C15221,Fashion,6.74,0.0,1,Credit Card,2025-01-28,5,South,No,6.74,2.29,0.07,42,Male,2025-01,36-45
C14405,Fashion,78.99,0.0,1,Credit Card,2024-09-12,5,South,No,78.99,6.11,21.54,63,Female,2024-09,56-65
C13853,Sports,88.81,0.0,4,Debit Card,2025-06-29,4,West,No,355.24,7.97,98.6,28,Male,2025-06,26-35
C15411,Grocery,14.44,0.0,2,Debit Card,2023-12-08,4,Central,No,28.88,3.52,-1.21,52,Male,2023-12,46-55
C11745,Electronics,201.65,0.0,1,Wallet,2023-09-16,4,North,No,201.65,7.99,16.21,47,Female,2023-09,46-55
C16638,Fashion,43.7,0.2,1,UPI,2025-06-06,5,West,No,34.96,5.36,6.88,20,Male,2025-06,18-25
C13432,Fashion,137.33,0.0,1,Credit Card,2024-02-04,5,West,Yes,137.33,5.23,42.84,47,Male,2024-02,46-55
C10337,Home,74.23,0.1,1,COD,2025-09-04,5,South,No,66.81,6.0,12.71,39,Female,2025-09,36-45
C16722,Home,24.72,0.05,1,Credit Card,2025-01-10,4,South,No,23.48,6.16,0.41,50,Other,2025-01,46-55
C10009,Sports,135.36,0.0,1,Credit Card,2024-02-13,5,East,No,135.36,7.51,33.1,20,Male,2024-02,18-25
C14144,Sports,79.18,0.15,1,Debit Card,2025-06-03,4,West,Yes,67.3,7.71,12.48,57,Male,2025-06,56-65
C15606,Beauty,16.56,0.0,1,COD,2023-11-22,3,Central,No,16.56,4.71,2.74,42,Female,2023-11,36-45
C16766,Beauty,39.85,0.0,1,Credit Card,2024-05-20,5,West,No,39.85,6.33,11.6,23,Male,2024-05,18-25
C15440,Toys,18.24,0.1,2,Debit Card,2024-05-17,4,Central,No,32.83,5.87,7.26,18,Female,2024-05,18-25
C10730,Home,141.4,0.05,1,Credit Card,2023-11-07,6,South,Yes,134.33,6.74,30.87,32,Male,2023-11,26-35
C17736,Electronics,896.53,0.0,1,UPI,2024-07-12,5,West,No,896.53,11.1,96.48,23,Female,2024-07,18-25
C14890,Fashion,7.96,0.0,3,Debit Card,2023-12-18,4,North,No,23.88,5.75,2.61,53,Female,2023-12,46-55
C17114,Electronics,148.91,0.05,1,Credit Card,2024-06-06,3,Central,No,141.46,5.57,11.41,38,Female,2024-06,36-45
C11648,Home,310.85,0.0,2,COD,2025-02-06,5,West,No,621.7,10.13,163.95,47,Male,2025-02,46-55
C14228,Fashion,82.37,0.05,4,Credit Card,2024-08-31,5,East,No,313.01,7.45,102.1,53,Male,2024-08,46-55
C13654,Electronics,117.92,0.0,1,PayPal,2025-08-09,4,South,No,117.92,7.76,6.39,44,Male,2025-08,36-45
C12130,Sports,28.22,0.0,1,Credit Card,2024-04-29,4,South,No,28.22,2.94,5.53,29,Male,2024-04,26-35
C16200,Beauty,45.72,0.0,1,UPI,2024-12-21,4,Central,No,45.72,8.37,12.2,57,Female,2024-12,56-65
C14471,Fashion,44.57,0.0,1,Credit Card,2025-03-21,3,North,No,44.57,8.01,7.59,39,Female,2025-03,36-45
C12396,Sports,203.57,0.05,1,UPI,2025-07-23,6,Central,No,193.39,8.98,49.04,68,Female,2025-07,
C14366,Sports,255.56,0.05,2,UPI,2023-11-03,5,Central,No,485.56,10.21,135.46,30,Female,2023-11,26-35
C11506,Fashion,8.54,0.0,2,Wallet,2024-06-10,5,South,No,17.08,4.03,1.95,19,Female,2024-06,18-25
C12158,Grocery,47.07,0.1,2,Credit Card,2025-07-17,3,North,No,84.73,5.54,1.24,30,Male,2025-07,26-35
C12916,Electronics,459.65,0.15,1,Credit Card,2025-03-27,5,North,No,390.7,10.34,36.54,44,Female,2025-03,36-45
C17030,Toys,37.37,0.0,1,Credit Card,2024-10-20,5,North,Yes,37.37,6.11,8.84,54,Male,2024-10,46-55
C14171,Grocery,14.1,0.05,1,Credit Card,2024-07-03,4,North,No,13.4,4.36,-3.29,64,Male,2024-07,56-65
C13229,Sports,45.8,0.05,1,COD,2024-11-21,6,East,No,43.51,6.49,6.56,69,Other,2024-11,
C13603,Sports,99.96,0.0,4,UPI,2025-06-17,6,South,No,399.84,8.22,111.73,53,Male,2025-06,46-55
C16052,Grocery,10.55,0.0,1,Debit Card,2025-03-12,4,West,No,10.55,2.46,-1.62,46,Male,2025-03,46-55
C11666,Fashion,137.23,0.0,1,Wallet,2025-07-12,3,Central,No,137.23,8.68,39.35,55,Female,2025-07,46-55
C14424,Fashion,44.81,0.15,3,Debit Card,2024-10-29,4,North,No,114.27,6.25,33.74,38,Male,2024-10,36-45
C16265,Sports,12.78,0.0,1,PayPal,2023-11-01,5,West,No,12.78,2.74,1.09,64,Female,2023-11,56-65
C14136,Grocery,16.26,0.0,1,Wallet,2024-12-03,5,East,No,16.26,5.35,-4.05,61,Female,2024-12,56-65
C15286,Beauty,4.27,0.1,1,Debit Card,2024-05-01,6,East,No,3.84,1.96,-0.23,20,Female,2024-05,18-25
C12969,Grocery,38.95,0.15,1,Credit Card,2025-02-09,3,Central,No,33.11,4.98,-2.33,39,Female,2025-02,36-45
C12689,Fashion,37.78,0.15,1,COD,2024-03-08,4,North,No,32.11,5.4,5.84,23,Male,2024-03,18-25
C17190,Toys,69.7,0.1,2,Credit Card,2024-02-22,5,Central,No,125.46,8.37,41.81,53,Male,2024-02,46-55
C12326,Grocery,1.35,0.05,2,Wallet,2025-01-21,7,West,No,2.56,0.1,0.1,68,Male,2025-01,
C12810,Home,110.21,0.0,1,Debit Card,2025-01-23,4,South,No,110.21,6.65,24.21,39,Male,2025-01,36-45
C12516,Grocery,4.38,0.0,1,UPI,2024-02-16,5,South,No,4.38,2.72,-2.37,58,Female,2024-02,56-65
C13471,Fashion,55.33,0.0,4,COD,2024-06-28,4,Central,No,221.32,6.41,71.05,64,Male,2024-06,56-65
C16152,Grocery,10.08,0.0,2,Credit Card,2023-11-13,5,West,No,20.16,5.01,-3.4,42,Male,2023-11,36-45
C10012,Grocery,11.99,0.05,3,Credit Card,2024-11-30,8,West,No,34.17,6.55,-3.82,49,Male,2024-11,46-55
C15019,Electronics,194.86,0.05,1,UPI,2024-04-25,5,South,No,185.12,7.6,14.61,35,Male,2024-04,26-35
C12970,Beauty,4.3,0.0,3,PayPal,2025-07-15,4,North,No,12.9,5.27,0.54,21,Female,2025-07,18-25
C15938,Beauty,5.75,0.0,2,Debit Card,2025-03-25,7,Central,No,11.5,2.6,2.58,39,Male,2025-03,36-45
C17999,Electronics,685.66,0.0,1,COD,2025-07-08,5,North,No,685.66,9.06,73.22,65,Male,2025-07,56-65
C17219,Electronics,444.31,0.0,1,Wallet,2025-07-22,4,North,No,444.31,9.95,43.37,66,Male,2025-07,
C15328,Electronics,526.79,0.3,1,PayPal,2024-01-03,5,North,No,368.75,7.62,36.63,55,Female,2024-01,46-55
C13621,Beauty,6.21,0.0,1,Debit Card,2025-07-02,4,West,No,6.21,2.04,0.75,58,Female,2025-07,56-65
C13683,Home,16.65,0.15,1,Debit Card,2024-06-15,6,South,No,14.15,2.61,1.35,38,Female,2024-06,36-45
C17872,Grocery,1.23,0.0,2,PayPal,2023-12-22,4,South,No,2.46,1.08,-0.88,60,Female,2023-12,56-65
C13473,Fashion,41.27,0.05,1,Wallet,2025-03-07,4,North,No,39.21,4.54,9.18,31,Female,2025-03,26-35
C15310,Sports,78.34,0.0,1,Debit Card,2023-12-28,4,West,No,78.34,4.85,18.65,47,Female,2023-12,46-55
C13122,Electronics,88.11,0.0,1,Credit Card,2024-09-10,6,East,Yes,88.11,7.24,3.33,50,Female,2024-09,46-55
C13464,Sports,51.85,0.3,1,Credit Card,2024-09-19,5,West,No,36.3,4.55,6.34,25,Female,2024-09,18-25
C10652,Grocery,10.95,0.0,2,Credit Card,2024-10-15,5,East,No,21.9,5.67,-3.92,24,Male,2024-10,18-25
C15799,Fashion,60.38,0.15,1,Credit Card,2023-11-13,6,West,No,51.32,5.93,12.03,59,Male,2023-11,56-65
C17990,Fashion,86.65,0.15,2,Debit Card,2025-02-15,4,West,No,147.3,7.02,44.54,23,Male,2025-02,18-25
C10620,Beauty,28.13,0.0,1,UPI,2025-07-12,4,Central,No,28.13,5.15,7.51,62,Male,2025-07,56-65
C13790,Fashion,6.5,0.0,1,UPI,2025-04-29,3,Central,No,6.5,3.37,-1.1,24,Other,2025-04,18-25
C16058,Home,126.14,0.1,1,Credit Card,2024-05-02,5,East,No,113.53,9.43,22.36,51,Male,2024-05,46-55
C17467,Fashion,9.52,0.2,1,UPI,2024-01-30,7,West,No,7.62,1.69,0.98,27,Male,2024-01,26-35
C11645,Fashion,45.92,0.0,1,PayPal,2025-05-15,6,South,No,45.92,7.39,8.68,25,Male,2025-05,18-25
C12243,Sports,56.37,0.15,2,Debit Card,2024-07-05,4,Central,Yes,95.83,7.49,21.26,43,Female,2024-07,36-45
C14512,Grocery,5.44,0.0,1,UPI,2025-05-16,4,South,No,5.44,2.72,-2.28,66,Male,2025-05,
C14759,Beauty,19.1,0.1,1,PayPal,2024-09-25,6,South,No,17.19,4.79,2.95,36,Male,2024-09,36-45
C13491,Electronics,206.14,0.05,3,Credit Card,2025-08-31,6,West,No,587.5,10.36,60.14,60,Male,2025-08,56-65
C15874,Fashion,92.2,0.0,1,Credit Card,2024-12-03,8,South,No,92.2,6.76,25.51,31,Female,2024-12,26-35
C13711,Grocery,4.38,0.0,1,Credit Card,2025-06-17,6,South,No,4.38,3.4,-3.05,62,Male,2025-06,56-65
C13688,Grocery,2.94,0.0,1,Credit Card,2024-03-11,4,South,No,2.94,4.24,-4.0,53,Male,2024-03,46-55
C17689,Electronics,639.51,0.05,1,Credit Card,2023-11-29,5,West,No,607.53,9.59,63.31,40,Male,2023-11,36-45
C11379,Grocery,4.67,0.05,1,Credit Card,2025-07-28,4,West,No,4.44,4.47,-4.11,19,Other,2025-07,18-25
C14243,Grocery,1.43,0.15,1,Credit Card,2024-09-19,4,North,No,1.22,1.55,-1.45,46,Male,2024-09,46-55
C12045,Fashion,29.06,0.1,2,Wallet,2023-09-25,5,East,No,52.31,6.58,11.73,22,Male,2023-09,18-25
C13048,Sports,178.1,0.0,1,Credit Card,2024-12-31,4,South,No,178.1,9.36,44.07,31,Female,2024-12,26-35
C11388,Beauty,16.85,0.0,2,Debit Card,2025-02-17,3,North,No,33.7,5.76,9.41,23,Female,2025-02,18-25
C16507,Fashion,36.22,0.2,2,Debit Card,2024-01-14,5,South,No,57.95,5.62,14.66,62,Female,2024-01,56-65
C17819,Electronics,65.71,0.0,1,Credit Card,2025-03-01,3,Central,Yes,65.71,4.33,3.56,35,Male,2025-03,26-35
C15821,Home,173.46,0.0,1,PayPal,2023-10-22,3,North,No,173.46,6.79,41.78,69,Female,2023-10,
C10401,Grocery,6.55,0.0,1,Credit Card,2024-10-04,4,West,No,6.55,3.29,-2.77,64,Male,2024-10,56-65
C12653,Toys,27.65,0.05,3,Credit Card,2024-02-14,5,West,No,78.8,5.5,26.02,62,Female,2024-02,56-65
C15611,Fashion,31.02,0.05,4,Debit Card,2024-11-18,3,Central,No,117.88,7.28,33.98,24,Other,2024-11,18-25
